yearID,franchID,cluster
1946,BOS,1
1946,CLE,1
1946,DET,1
1946,NYY,1
1947,NYY,1
1948,LAD,1
1950,CHC,1
1950,CLE,1
1950,SFG,1
1951,CLE,1
1952,BOS,1
1952,LAD,1
1952,ATL,1
1952,CHC,1
1952,CIN,1
1952,CLE,1
1952,DET,1
1952,SFG,1
1952,NYY,1
1952,PIT,1
1953,LAD,1
1953,CLE,1
1953,ATL,1
1954,BAL,1
1954,LAD,1
1954,CLE,1
1954,ATL,1
1954,SFG,1
1954,NYY,1
1954,MIN,1
1955,BAL,1
1955,BOS,1
1955,LAD,1
1955,CHW,1
1955,CHC,1
1955,CLE,1
1955,ATL,1
1955,SFG,1
1955,NYY,1
1955,PHI,1
1955,PIT,1
1955,STL,1
1956,BAL,1
1956,LAD,1
1956,CHW,1
1956,CHC,1
1956,CIN,1
1956,CLE,1
1956,OAK,1
1956,ATL,1
1956,SFG,1
1956,NYY,1
1956,PHI,1
1956,PIT,1
1956,STL,1
1956,MIN,1
1957,BAL,1
1957,BOS,1
1957,LAD,1
1957,CHW,1
1957,CHC,1
1957,CLE,1
1957,DET,1
1957,OAK,1
1957,ATL,1
1957,SFG,1
1957,NYY,1
1957,PHI,1
1957,PIT,1
1957,STL,1
1957,MIN,1
1958,BAL,1
1958,BOS,1
1958,CHW,1
1958,CHC,1
1958,CIN,1
1958,CLE,1
1958,DET,1
1958,OAK,1
1958,LAD,1
1958,ATL,1
1958,NYY,1
1958,PHI,1
1958,PIT,1
1958,SFG,1
1958,STL,1
1958,MIN,1
1959,BAL,1
1959,BOS,1
1959,CHW,1
1959,CHC,1
1959,CIN,1
1959,CLE,1
1959,DET,1
1959,OAK,1
1959,ATL,1
1959,NYY,1
1959,PHI,1
1959,PIT,1
1959,SFG,1
1959,STL,1
1959,MIN,1
1960,BAL,1
1960,BOS,1
1960,CHW,1
1960,CHC,1
1960,CIN,1
1960,CLE,1
1960,DET,1
1960,OAK,1
1960,LAD,1
1960,ATL,1
1960,NYY,1
1960,PHI,1
1960,PIT,1
1960,SFG,1
1960,STL,1
1960,MIN,1
1961,BAL,1
1961,BOS,1
1961,CHW,1
1961,CIN,1
1961,CLE,1
1961,DET,1
1961,OAK,1
1961,MIN,1
1961,ATL,1
1961,NYY,1
1961,PHI,1
1961,PIT,1
1961,SFG,1
1961,STL,1
1961,TEX,1
1962,BAL,1
1962,BOS,1
1962,CHW,1
1962,CHC,1
1962,CIN,1
1962,CLE,1
1962,DET,1
1962,HOU,1
1962,OAK,1
1962,ANA,1
1962,LAD,1
1962,MIN,1
1962,ATL,1
1962,NYY,1
1962,NYM,1
1962,PHI,1
1962,PIT,1
1962,SFG,1
1962,STL,1
1962,TEX,1
1963,BAL,1
1963,CHW,1
1963,CHC,1
1963,CIN,1
1963,DET,1
1963,HOU,1
1963,OAK,1
1963,ANA,1
1963,LAD,1
1963,MIN,1
1963,ATL,1
1963,NYY,1
1963,NYM,1
1963,PHI,1
1963,PIT,1
1963,SFG,1
1963,STL,1
1963,TEX,1
1964,BAL,1
1964,CHW,1
1964,CHC,1
1964,CIN,1
1964,DET,1
1964,HOU,1
1964,ANA,1
1964,LAD,1
1964,ATL,1
1964,NYY,1
1964,NYM,1
1964,PHI,1
1964,PIT,1
1964,SFG,1
1964,STL,1
1964,TEX,1
1965,BAL,1
1965,ANA,1
1965,CHW,1
1965,CHC,1
1965,CLE,1
1965,DET,1
1965,HOU,1
1965,OAK,1
1965,LAD,1
1965,MIN,1
1965,ATL,1
1965,NYY,1
1965,NYM,1
1965,PIT,1
1965,SFG,1
1965,STL,1
1965,TEX,1
1966,ATL,1
1966,BAL,1
1966,BOS,1
1966,ANA,1
1966,CHW,1
1966,CLE,1
1966,HOU,1
1966,OAK,1
1966,LAD,1
1966,MIN,1
1966,NYY,1
1966,NYM,1
1966,PHI,1
1966,PIT,1
1966,SFG,1
1966,STL,1
1966,TEX,1
1967,ATL,1
1967,BAL,1
1967,BOS,1
1967,ANA,1
1967,CHW,1
1967,CHC,1
1967,CIN,1
1967,CLE,1
1967,DET,1
1967,HOU,1
1967,OAK,1
1967,LAD,1
1967,MIN,1
1967,NYY,1
1967,NYM,1
1967,PHI,1
1967,PIT,1
1967,SFG,1
1967,STL,1
1967,TEX,1
1968,ATL,1
1968,BAL,1
1968,BOS,1
1968,ANA,1
1968,CHW,1
1968,CHC,1
1968,CIN,1
1968,CLE,1
1968,DET,1
1968,HOU,1
1968,LAD,1
1968,MIN,1
1968,NYY,1
1968,NYM,1
1968,OAK,1
1968,PHI,1
1968,PIT,1
1968,SFG,1
1968,STL,1
1968,TEX,1
1969,ATL,1
1969,BAL,1
1969,BOS,1
1969,ANA,1
1969,CHW,1
1969,CHC,1
1969,CLE,1
1969,DET,1
1969,KCR,1
1969,LAD,1
1969,MIN,1
1969,WSN,1
1969,NYY,1
1969,NYM,1
1969,OAK,1
1969,SDP,1
1969,MIL,1
1969,SFG,1
1969,STL,1
1969,TEX,1
1970,ATL,1
1970,BAL,1
1970,BOS,1
1970,ANA,1
1970,CHW,1
1970,CHC,1
1970,CIN,1
1970,CLE,1
1970,DET,1
1970,HOU,1
1970,KCR,1
1970,LAD,1
1970,MIN,1
1970,MIL,1
1970,WSN,1
1970,NYY,1
1970,OAK,1
1970,PIT,1
1970,TEX,1
1971,ATL,1
1971,BAL,1
1971,BOS,1
1971,ANA,1
1971,CHW,1
1971,CHC,1
1971,CIN,1
1971,CLE,1
1971,DET,1
1971,HOU,1
1971,KCR,1
1971,LAD,1
1971,MIN,1
1971,MIL,1
1971,WSN,1
1971,NYY,1
1971,NYM,1
1971,OAK,1
1971,PHI,1
1971,PIT,1
1971,SDP,1
1971,SFG,1
1971,STL,1
1971,TEX,1
1972,ATL,1
1972,BAL,1
1972,BOS,1
1972,ANA,1
1972,CHW,1
1972,CHC,1
1972,CIN,1
1972,CLE,1
1972,DET,1
1972,KCR,1
1972,LAD,1
1972,MIN,1
1972,MIL,1
1972,WSN,1
1972,NYM,1
1972,OAK,1
1972,PHI,1
1972,PIT,1
1972,SDP,1
1972,SFG,1
1972,STL,1
1972,TEX,1
1973,ATL,1
1973,BAL,1
1973,BOS,1
1973,ANA,1
1973,CHW,1
1973,CHC,1
1973,CIN,1
1973,CLE,1
1973,DET,1
1973,HOU,1
1973,KCR,1
1973,LAD,1
1973,MIN,1
1973,MIL,1
1973,WSN,1
1973,NYY,1
1973,NYM,1
1973,OAK,1
1973,PHI,1
1973,PIT,1
1973,SDP,1
1973,SFG,1
1973,STL,1
1973,TEX,1
1974,ATL,1
1974,BAL,1
1974,BOS,1
1974,ANA,1
1974,CHW,1
1974,CHC,1
1974,CIN,1
1974,CLE,1
1974,DET,1
1974,HOU,1
1974,KCR,1
1974,LAD,1
1974,MIN,1
1974,MIL,1
1974,WSN,1
1974,NYY,1
1974,NYM,1
1974,OAK,1
1974,PHI,1
1974,PIT,1
1974,SDP,1
1974,SFG,1
1974,STL,1
1974,TEX,1
1975,ATL,1
1975,BAL,1
1975,BOS,1
1975,ANA,1
1975,CHW,1
1975,CHC,1
1975,CIN,1
1975,CLE,1
1975,DET,1
1975,HOU,1
1975,KCR,1
1975,LAD,1
1975,MIN,1
1975,MIL,1
1975,WSN,1
1975,NYY,1
1975,NYM,1
1975,OAK,1
1975,PHI,1
1975,PIT,1
1975,SDP,1
1975,SFG,1
1975,STL,1
1975,TEX,1
1976,ATL,1
1976,BAL,1
1976,BOS,1
1976,ANA,1
1976,CHW,1
1976,CHC,1
1976,CIN,1
1976,CLE,1
1976,DET,1
1976,HOU,1
1976,LAD,1
1976,MIN,1
1976,MIL,1
1976,WSN,1
1976,NYM,1
1976,OAK,1
1976,PHI,1
1976,PIT,1
1976,SFG,1
1976,STL,1
1976,TEX,1
1977,BAL,1
1977,BOS,1
1977,ANA,1
1977,CHC,1
1977,CIN,1
1977,CLE,1
1977,DET,1
1977,HOU,1
1977,KCR,1
1977,LAD,1
1977,MIL,1
1977,WSN,1
1977,NYY,1
1977,NYM,1
1977,OAK,1
1977,PHI,1
1977,PIT,1
1977,SEA,1
1977,SFG,1
1977,STL,1
1977,TEX,1
1977,TOR,1
1978,ATL,1
1978,BAL,1
1978,BOS,1
1978,ANA,1
1978,CHW,1
1978,CHC,1
1978,CIN,1
1978,CLE,1
1978,DET,1
1978,HOU,1
1978,LAD,1
1978,MIN,1
1978,MIL,1
1978,WSN,1
1978,NYY,1
1978,NYM,1
1978,OAK,1
1978,PHI,1
1978,PIT,1
1978,SDP,1
1978,SEA,1
1978,SFG,1
1978,STL,1
1978,TEX,1
1978,TOR,1
1979,ATL,1
1979,BAL,1
1979,ANA,1
1979,CHC,1
1979,CIN,1
1979,CLE,1
1979,DET,1
1979,HOU,1
1979,LAD,1
1979,WSN,1
1979,NYY,1
1979,NYM,1
1979,OAK,1
1979,PHI,1
1979,PIT,1
1979,SDP,1
1979,SFG,1
1979,STL,1
1979,TEX,1
1980,ATL,1
1980,BAL,1
1980,ANA,1
1980,CHW,1
1980,CHC,1
1980,CIN,1
1980,DET,1
1980,HOU,1
1980,LAD,1
1980,MIN,1
1980,WSN,1
1980,NYY,1
1980,NYM,1
1980,OAK,1
1980,PHI,1
1980,PIT,1
1980,SDP,1
1980,SEA,1
1980,SFG,1
1980,STL,1
1980,TOR,1
1981,ATL,1
1981,BAL,1
1981,BOS,1
1981,ANA,1
1981,CHW,1
1981,CHC,1
1981,CIN,1
1981,CLE,1
1981,DET,1
1981,HOU,1
1981,LAD,1
1981,MIN,1
1981,MIL,1
1981,WSN,1
1981,NYY,1
1981,NYM,1
1981,OAK,1
1981,PHI,1
1981,PIT,1
1981,SDP,1
1981,SEA,1
1981,SFG,1
1981,STL,1
1981,TEX,1
1981,TOR,1
1982,ATL,1
1982,BAL,1
1982,BOS,1
1982,ANA,1
1982,CHW,1
1982,CHC,1
1982,CIN,1
1982,CLE,1
1982,DET,1
1982,HOU,1
1982,LAD,1
1982,MIN,1
1982,WSN,1
1982,NYY,1
1982,NYM,1
1982,OAK,1
1982,PHI,1
1982,PIT,1
1982,SDP,1
1982,SEA,1
1982,SFG,1
1982,STL,1
1982,TEX,1
1982,TOR,1
1983,ATL,1
1983,BAL,1
1983,BOS,1
1983,CHW,1
1983,CHC,1
1983,CIN,1
1983,CLE,1
1983,DET,1
1983,HOU,1
1983,LAD,1
1983,MIN,1
1983,WSN,1
1983,NYY,1
1983,NYM,1
1983,OAK,1
1983,PHI,1
1983,PIT,1
1983,SDP,1
1983,SEA,1
1983,SFG,1
1983,STL,1
1983,TEX,1
1983,TOR,1
1984,ATL,1
1984,BAL,1
1984,BOS,1
1984,ANA,1
1984,CHW,1
1984,CHC,1
1984,CIN,1
1984,CLE,1
1984,DET,1
1984,HOU,1
1984,KCR,1
1984,LAD,1
1984,MIN,1
1984,MIL,1
1984,WSN,1
1984,NYY,1
1984,NYM,1
1984,OAK,1
1984,PIT,1
1984,SDP,1
1984,SEA,1
1984,STL,1
1984,TEX,1
1984,TOR,1
1985,ATL,1
1985,BAL,1
1985,BOS,1
1985,ANA,1
1985,CHW,1
1985,CHC,1
1985,CIN,1
1985,CLE,1
1985,DET,1
1985,HOU,1
1985,KCR,1
1985,LAD,1
1985,MIN,1
1985,MIL,1
1985,WSN,1
1985,NYY,1
1985,NYM,1
1985,OAK,1
1985,PHI,1
1985,PIT,1
1985,SDP,1
1985,SEA,1
1985,SFG,1
1985,STL,1
1985,TEX,1
1985,TOR,1
1986,ATL,1
1986,BAL,1
1986,BOS,1
1986,ANA,1
1986,CHW,1
1986,CIN,1
1986,CLE,1
1986,DET,1
1986,HOU,1
1986,KCR,1
1986,LAD,1
1986,MIL,1
1986,NYY,1
1986,NYM,1
1986,OAK,1
1986,PIT,1
1986,SDP,1
1986,SFG,1
1986,STL,1
1987,ATL,1
1987,CHW,1
1987,KCR,1
1987,LAD,1
1987,PIT,1
1987,SDP,1
1987,SEA,1
1987,STL,1
1988,ATL,1
1988,BAL,1
1988,BOS,1
1988,ANA,1
1988,CHW,1
1988,CHC,1
1988,CIN,1
1988,CLE,1
1988,DET,1
1988,HOU,1
1988,KCR,1
1988,LAD,1
1988,MIN,1
1988,MIL,1
1988,WSN,1
1988,NYM,1
1988,OAK,1
1988,PHI,1
1988,PIT,1
1988,SDP,1
1988,SEA,1
1988,SFG,1
1988,STL,1
1988,TEX,1
1988,TOR,1
1989,ATL,1
1989,BAL,1
1989,BOS,1
1989,ANA,1
1989,CHW,1
1989,CHC,1
1989,CIN,1
1989,CLE,1
1989,DET,1
1989,HOU,1
1989,KCR,1
1989,LAD,1
1989,MIN,1
1989,MIL,1
1989,WSN,1
1989,NYY,1
1989,NYM,1
1989,OAK,1
1989,PHI,1
1989,PIT,1
1989,SDP,1
1989,SEA,1
1989,SFG,1
1989,STL,1
1989,TOR,1
1990,BAL,1
1990,BOS,1
1990,ANA,1
1990,CHW,1
1990,CHC,1
1990,CIN,1
1990,CLE,1
1990,DET,1
1990,HOU,1
1990,KCR,1
1990,LAD,1
1990,MIN,1
1990,MIL,1
1990,WSN,1
1990,NYY,1
1990,OAK,1
1990,PHI,1
1990,PIT,1
1990,SDP,1
1990,SEA,1
1990,SFG,1
1990,STL,1
1990,TOR,1
1991,ATL,1
1991,BOS,1
1991,ANA,1
1991,CHW,1
1991,CHC,1
1991,CLE,1
1991,LAD,1
1991,MIN,1
1991,MIL,1
1991,WSN,1
1991,NYY,1
1991,NYM,1
1991,OAK,1
1991,PHI,1
1991,PIT,1
1991,SDP,1
1991,SEA,1
1991,SFG,1
1991,STL,1
1991,TOR,1
1992,ATL,1
1992,BAL,1
1992,BOS,1
1992,ANA,1
1992,CHW,1
1992,CHC,1
1992,CIN,1
1992,CLE,1
1992,DET,1
1992,HOU,1
1992,KCR,1
1992,LAD,1
1992,MIN,1
1992,MIL,1
1992,WSN,1
1992,NYY,1
1992,NYM,1
1992,OAK,1
1992,PHI,1
1992,PIT,1
1992,SDP,1
1992,SEA,1
1992,SFG,1
1992,STL,1
1992,TOR,1
1993,ATL,1
1993,BAL,1
1993,BOS,1
1993,ANA,1
1993,CHW,1
1993,CHC,1
1993,FLA,1
1993,HOU,1
1993,KCR,1
1993,LAD,1
1993,MIN,1
1993,MIL,1
1993,WSN,1
1993,NYM,1
1993,SFG,1
1993,STL,1
1994,SFG,1
1995,KCR,1
1995,STL,1
2002,ANA,1
2002,DET,1
2002,SFG,1
2002,STL,1
2003,ANA,1
2003,NYM,1
2003,OAK,1
2005,MIN,1
2005,OAK,1
2005,SEA,1
2005,SFG,1
2005,STL,1
1871,BNA,2
1871,CNA,2
1871,CFC,2
1871,KEK,2
1871,NNA,2
1871,PNA,2
1871,ROK,2
1871,TRO,2
1871,OLY,2
1872,BLC,2
1872,ECK,2
1872,BRA,2
1872,BNA,2
1872,CFC,2
1872,MAN,2
1872,NNA,2
1872,PNA,2
1872,TRO,2
1872,OLY,2
1872,NAT,2
1873,BLC,2
1873,MAR,2
1873,BRA,2
1873,BNA,2
1873,RES,2
1873,NNA,2
1873,PNA,2
1873,PWS,2
1873,WBL,2
1898,LAD,3
1898,ATL,3
1898,STL,3
1899,ATL,3
1901,LAD,3
1901,CIN,3
1902,BOS,3
1902,CLE,3
1911,ATL,3
1912,ATL,3
1912,STL,3
1919,PHI,3
1920,BOS,3
1920,CHW,3
1920,CLE,3
1920,DET,3
1920,NYY,3
1920,OAK,3
1920,PHI,3
1920,BAL,3
1920,STL,3
1920,MIN,3
1921,BOS,3
1921,LAD,3
1921,ATL,3
1921,CHW,3
1921,CHC,3
1921,CLE,3
1921,DET,3
1921,SFG,3
1921,NYY,3
1921,OAK,3
1921,PHI,3
1921,PIT,3
1921,BAL,3
1921,STL,3
1921,MIN,3
1922,BOS,3
1922,LAD,3
1922,ATL,3
1922,CHW,3
1922,CHC,3
1922,CIN,3
1922,CLE,3
1922,DET,3
1922,SFG,3
1922,NYY,3
1922,OAK,3
1922,PHI,3
1922,PIT,3
1922,BAL,3
1922,STL,3
1922,MIN,3
1923,BOS,3
1923,LAD,3
1923,ATL,3
1923,CHW,3
1923,CHC,3
1923,CIN,3
1923,CLE,3
1923,DET,3
1923,SFG,3
1923,NYY,3
1923,OAK,3
1923,PHI,3
1923,PIT,3
1923,BAL,3
1923,STL,3
1923,MIN,3
1924,BOS,3
1924,LAD,3
1924,ATL,3
1924,CHW,3
1924,CHC,3
1924,CIN,3
1924,CLE,3
1924,DET,3
1924,SFG,3
1924,NYY,3
1924,OAK,3
1924,PHI,3
1924,PIT,3
1924,BAL,3
1924,STL,3
1924,MIN,3
